id,name,system,zone,factory,maker,part_no,factory_code,bought,link,support,cad,photo,note,model_at_mm,model_from,oem_no,catalogue,applies,parent
PT782,"Torque boxes, R and L",body,underbody,yes,Mazda,,,,,,,,"R FA01-53-391B, L 8871-54-391C Qty on the car: 2.",,,FA01-53-391B 8871-54-391C,5360A-1 BI-045-03 BI-045-12,,PT704
PT783,"Inner side sill panels, R and L",body,underbody,yes,Mazda,,,,,,,,"R 8871-53-951B, L 8871-54-951A Qty on the car: 2.",,,8871-53-951B 8871-54-951A,5360A-1 BI-045-10 BI-045-14,,PT704
PT784,"Floor decks, R and L",body,cargo,yes,Mazda,,,,,,,,"R FA01-56-510, L FA01-56-541A. brackets: bracket, deck 8871-56-560A x2 (BI-045-17) Qty on the car: 2.",,,FA01-56-510 FA01-56-541A,5360A-1 BI-045-15 BI-045-16,,PT704
PT785,Jack bracket,body,cargo,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-53-050A,5360A-1 BI-045-01,,PT704
PT786,Floor drain plugs and hole covers,body,underbody,yes,Mazda,,,,,,,,"Drain plugs 0118-56-241 x18, 0118-56-242B x3, 0222-61-622 x3; hole covers 1011-56-051 x2, plastic B001-56-051 x10 (from FB331 633361-, confirm by VIN serial); service hole covers 8545-56-052 x2, 8545-56-053 x2, 0810-56-639 x3. Replace any missing: they keep water and exhaust out. seal rubbers: rubber, seal 0222-66-971 x2 (BI-046-25)",,,0118-56-241 0118-56-242B 0222-61-622 1011-56-051 B001-56-051 8545-56-052 8545-56-053 0810-56-639,5370A-1 BI-046-07 BI-046-09 BI-046-20 BI-046-02 BI-046-03 BI-046-04 BI-046-06 BI-046-21,,PT704
PT787,Engine under cover,body,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA54-56-111C,5370A-1 BI-046-05,,PT704
PT788,"Front towing hooks, R and L",body,underbody,yes,Mazda,,,,,,,,"R FA01-53-170B, L FA01-54-170B Qty on the car: 2.",,,FA01-53-170B FA01-54-170B,5370A-1 BI-046-10 BI-046-11,,PT704
PT789,Rear towing hook,body,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-56-271E,5370A-1 BI-046-12,,PT704
PT790,Tie-down hook,body,underbody,yes,Mazda,,,,,,,,"8871-56-281B up to FB331 622565, 8871-56-281D from 622566: confirm which by the VIN serial Qty on the car: 1.",,,8871-56-281B 8871-56-281D,5370A-1 BI-046-13 BI-046-14,,PT704
PT791,Floor heat insulators (exhaust),body,underbody,yes,Mazda,,,,,,,,Front 1480-56-430B; 1480-56-451B; No. 2 front 1480-56-440C; No. 4 rear 8871-56-420E; No. 1 rear 1480-56-410A Qty on the car: 5.,,,1480-56-430B 1480-56-451B 1480-56-440C 8871-56-420E 1480-56-410A,5370A-1 BI-046-15 BI-046-16 BI-046-17 BI-046-18 BI-046-19,,PT704
PT792,Fuel tank protector,body,underbody,yes,Mazda,,,,,,,,"fastener 0866-69-885A (colour 00 black) and clip nut: fastener, protector 0866-69-885A (BI-046-26); black 00 (BI-046-27); nut, clip-protector 8871-50-825 (BI-046-01) Qty on the car: 1.",,,8871-56-970D,5370A-1 BI-046-22,,PT704
PT793,Fuel tank insulators,body,underbody,yes,Mazda,,,,,,,,8871-56-981C; tank insulator 8871-56-990A Qty on the car: 2.,,,8871-56-981C 8871-56-990A,5370A-1 BI-046-23 BI-046-24,,PT704
PT794,"Front doors, R and L",body,doors,yes,Mazda,,,,,,,,"Door body R FA54-58-010H, L FA54-59-010H. support rubbers, grommets, door cushions and insulation (0305-72-852A, '82-'83): rubber, support 0286-57-318 x2 (BI-068-01); grommet, screw 8544-72-502 x4 (BI-068-19); cushion, door 0259-58-906 x2 (BI-070-11); insulation 0305-72-852A x2 (BI-070-12) Qty on the car: 2.",,,FA54-58-010H FA54-59-010H,5800A-1 BI-068-02 BI-068-03,,PT704
PT795,"Door outer panels, R and L",body,doors,yes,Mazda,,,,,,,,"R 8981-58-020E as printed (8871-58-020E by pattern: confirm), L 8871-59-020E Qty on the car: 2.",,,8981-58-020E 8871-59-020E,5800A-1 BI-068-04 BI-068-05,,PT794
PT796,"Door glass, R and L",body,doors,yes,Mazda,,,,,,,,"R 8871-58-501E, L 8871-59-501E Qty on the car: 2.",,,8871-58-501E 8871-59-501E,5800A-1 BI-068-06 BI-068-07,,PT794
PT797,Door glass guides and channels,body,doors,yes,Mazda,,,,,,,,"Guide A R 8871-58-603, L 8871-59-603; channel 8871-58-605C x2 Qty on the car: 4.",,,8871-58-603 8871-59-603 8871-58-605C,5800A-1 BI-068-08 BI-068-09 BI-068-10,,PT796
PT798,Door seaming welt,body,doors,yes,Mazda,,,,,,,,"Colour variant (01 black, 12 red, 29 tan, 34 brown) follows the trim colour: confirm on the car. colour variant rows: black 01 (BI-068-12); red 12 (BI-068-13); tan 29 (BI-068-14); brown 34 (BI-068-15) Qty on the car: 2.",,,"FA02-68-911 (colour variants 01, 12, 29, 34)",5800A-1 BI-068-11,,PT794
PT799,"Door weatherstrips, R and L",body,doors,yes,Mazda,,,,,,,,"R 8871-58-760, L 8871-59-760. fasteners and small parts: fastener 0305-58-762 x42 (BI-068-18) Qty on the car: 2.",,,8871-58-760 8871-59-760,5800A-1 BI-068-16 BI-068-17,,PT794
PT800,"Front door hinges, upper and lower",body,doors,yes,Mazda,,,,,,,,"Upper R 8871-58-210, L 8871-59-210; lower R B032-58-240, L 8531-59-240A. spacers: spacer, hinge-upper 1011-58-231 x2 (BI-069-03); spacer, hinge-lower 8531-58-231A x2 (BI-069-06) Qty on the car: 4.",,,8871-58-210 8871-59-210 B032-58-240 8531-59-240A,5830A-1 BI-069-01 BI-069-02 BI-069-04 BI-069-05,,PT794
PT801,"Front door locks, R and L",body,doors,yes,Mazda,,,,,,,,"R 8871-58-310E, L 8871-59-310E. rod holders and joints: holder, rod 0305-58-309 x4 (BI-069-12); joint 1243-58-314 x2 (BI-069-17) Qty on the car: 2.",,,8871-58-310E 8871-59-310E,5830A-1 BI-069-13 BI-069-15,,PT794
PT802,Front door strikers,body,doors,yes,Mazda,,,,,,,,"On the lock (B) pillars of the body, not the hinge pillars Qty on the car: 2.",,,8531-58-361,5830A-1 BI-069-39,,PT704
PT803,Door inner handles,body,doors,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8545-58-330,5830A-1 BI-069-18,,PT801
PT804,Door inner handle covers,body,doors,yes,Mazda,,,,,,,,"Colour variant (00 black, 12 red, 27 brown, 29 tan) follows the trim colour: confirm on the car. colour variant rows: black 00 (BI-069-08); red 12 (BI-069-09); brown 27 (BI-069-10); tan 29 (BI-069-11) Qty on the car: 2.",,,"8116-58-303 (colour variants 00, 12, 27, 29)",5830A-1 BI-069-07,,PT803
PT805,"Door outer handles, R and L",body,doors,yes,Mazda,,,,,,,,"R 8871-58-410C, L 8871-59-410C. bushings: bushing 1243-58-411 x2 (BI-069-29) Qty on the car: 2.",,,8871-58-410C 8871-59-410C,5830A-1 BI-069-30 BI-069-31,,PT801
PT806,Door lock knobs,body,doors,yes,Mazda,,,,,,,,colour variant row: black 00 (BI-070-10) Qty on the car: 2.,,,G030-58-316A (colour variant 00),5830A-2 BI-070-09,,PT801
PT807,"Window regulators (manual), R and L",body,doors,yes,Mazda,,,,,,,,"R 8871-58-560A, L 8871-59-560A Qty on the car: 2.",,,8871-58-560A 8871-59-560A,5830A-1 BI-069-33 BI-069-35,,PT794
PT808,Window crank handles,body,doors,yes,Mazda,,,,,,,,"Colour variant (02 black, 12 red, 27 brown, 29 tan) follows the trim colour: confirm on the car. colour variant rows and handle gaskets: black 02 (BI-069-20); red 12 (BI-069-21); brown 27 (BI-069-22); tan 29 (BI-069-23); gasket, regulator handle 0259-58-305B x2 (BI-069-32) Qty on the car: 2.",,,"8038-58-580A (colour variants 02, 12, 27, 29)",5830A-1 BI-069-19,,PT807
PT809,Window crank handle caps,body,doors,yes,Mazda,,,,,,,,Colour variant follows the trim colour: confirm on the car. colour variant rows: black 02 (BI-070-05); red 12 (BI-070-06); brown 27 (BI-070-07); tan 29 (BI-070-08) Qty on the car: 2.,,,"8037-58-585 (colour variants 02, 12, 27, 29)",5830A-2 BI-070-04,,PT808
PT810,Window crank escutcheons,body,doors,yes,Mazda,,,,,,,,Colour variant follows the trim colour: confirm on the car. colour variant rows: black 00 (BI-069-25); red 12 (BI-069-26); brown 27 (BI-069-27); tan 29 (BI-069-28) Qty on the car: 2.,,,"0223-58-375A (colour variants 00, 12, 27, 29)",5830A-1 BI-069-24,,PT808
PT811,"Back door (hatch) hinges, R and L",body,cargo,yes,Mazda,,,,,,,,"R 8871-62-210B; L number partly blank in the scan (887?-??-210B, likely 8871-63-210B): confirm before ordering. hinge shims: shim 'a' (r), hinge 8871-62-231 (BI-092-04); shim 'b', hinge 8871-62-232A x2 (BI-092-05); shim 'd', hinge 8871-62-233 x2 (BI-092-06); shim 'c' (r), hinge 8871-62-241A (BI-092-07); shim 'a' (l), hinge 8871-63-231 (BI-092-23); shim 'c' (l), hinge 8871-63-241A (BI-092-24) Qty on the car: 2.",,,8871-62-210B 887?-??-210B,6230A-1 BI-092-03 BI-092-22,,PT704
PT812,Back door (hatch) lock,body,cargo,yes,Mazda,,,,,,,,GS/GSL lock; its latch switch is broken (see PT030). fasteners and small parts: clip G030-58-315 x2 (BI-092-01) Qty on the car: 1.,,,FA01-62-310C,6230A-1 BI-092-08,,PT704
PT813,Back door remote control opener,body,cargo,yes,Mazda,,,,,,,,GS/GSL; whether this is the same unit as the hatch release solenoid PT030 or the cable opener it drives: confirm Qty on the car: 1.,,,8341-62-315,6230A-1 BI-092-10,,PT812
PT814,Back door lock striker,body,cargo,yes,Mazda,,,,,,,,"striker nut and shims: nut, striker FA01-62-365 (BI-092-12); shim 'a', striker FA01-62-366 (BI-092-13); shim 'b', striker 8871-62-367 (BI-092-14) Qty on the car: 1.",,,8871-62-361,6230A-1 BI-092-11,,PT704
PT815,Back door damper stays (gas struts),body,cargo,yes,Mazda,,,,,,,,"Service item: weak struts let the hatch fall. pins, brackets, nuts and shims: pin, damper 8871-62-621 x2 (BI-092-17); bracket, damper 8871-62-631 x2 (BI-092-18); nut, damper 8871-62-635A x2 (BI-092-19); shim 'a', damper 8871-62-636A x2 (BI-092-20); shim 'b', damper 8871-62-637 x2 (BI-092-21) Qty on the car: 2.",,,8341-89-621,6230A-1 BI-092-15,,PT704
PT816,Back door room lamp switch,electrical,cargo,yes,Mazda,,,,,,,,Door switch that lights the cargo lamp when the hatch opens Qty on the car: 1.,,,0305-60-690,6230A-1 BI-092-02,,PT704
PT817,Rear window weatherstrip,body,cargo,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-62-761D,6300A-1 BI-093-09,,PT037
PT818,Rear window moulding,body,cargo,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-63-935A,6300A-1 BI-093-10,,PT037
PT819,"Side (quarter) window glass, R and L",body,rear,yes,Mazda,,,,,,,,"R FA01-62-950D, L FA01-63-950D. packing, dams, plates, spacers, speed nuts and sheets: packing 1029-51-902 x2 (BI-093-03); dam, side window 8871-63-942 x4 (BI-093-12); plate (r), glass FA01-62-970 (BI-093-14); plate (l), glass FA01-63-970 (BI-093-16); spacer 8871-62-966A x2 (BI-093-18); nut, speed 0187-69-049A x4 (BI-093-19); spacer 'a' 8871-63-911 x2 (BI-093-20); spacer 'c' 0839-70-449 x3 (BI-093-21); sheet 'a', side window 0256-70-526A x2 (BI-093-22) Qty on the car: 2.",,,FA01-62-950D FA01-63-950D,6300A-1 BI-093-11 BI-093-13,,PT704
PT820,"Side window mouldings, R and L",body,rear,yes,Mazda,,,,,,,,"R 8871-62-960A, L 8871-63-960A Qty on the car: 2.",,,8871-62-960A 8871-63-960A,6300A-1 BI-093-15 BI-093-17,,PT819
PT821,"Side window garnishes, R and L",body,rear,yes,Mazda,,,,,,,,"R FA01-51-881A, L FA01-51-891A Qty on the car: 2.",,,FA01-51-881A FA01-51-891A,6300A-1 BI-093-01 BI-093-02,,PT819
PT822,Instrument panel frame (dashboard structure),body,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-60-400F,5560A-1 BI-051-14,,
PT823,Dashboard crash pad (padded dash top),body,dash,yes,Mazda,,,,,,,,The '82 pad (from serial 529439). Colour not recorded - confirm on the car Qty on the car: 1.,,,"FA01-60-350B (colour variants 00, 10, 29, 70, 81)",5560A-1 BI-051-08 BI-051-09 BI-051-10 BI-051-11 BI-051-12 BI-051-13,,PT822
PT824,Dash upper garnish (windscreen base),body,dash,yes,Mazda,,,,,,,,"Also: seaming rubber 8562-60-712; garnish caps 8871-60-701 x3 (colour variants 00, 11, 28, 71, 75) and screws 8871-60-702 x3 (BI-051-36, BI-051-22, BI-051-28). Colour not recorded - confirm on the car Qty on the car: 1.",,,"8341-60-710A (colour variants 00, 01, 10, 28, 29, 81)",5560A-1 BI-051-22 BI-051-23 BI-051-24 BI-051-25 BI-051-26 BI-051-27 BI-051-28 BI-051-29 BI-051-30 BI-051-31 BI-051-32 BI-051-33 BI-051-34 BI-051-35 BI-051-36,,PT822
PT825,Defroster grilles (dash top),climate,dash,yes,Mazda,,,,,,,,Colour not recorded - confirm on the car Qty on the car: 2.,,,"8341-60-713 (colour variants 01, 10, 28, 29, 81)",5560A-1 BI-051-15 BI-051-16 BI-051-17 BI-051-18 BI-051-19 BI-051-20,,PT824
PT826,"Dash side garnish, right",body,dash,yes,Mazda,,,,,,,,Colour not recorded - confirm on the car Qty on the car: 1.,,,"FA01-55-330A (colour variants 00, 10, 29, 70, 81)",5560A-1 BI-051-37 BI-051-38 BI-051-39 BI-051-40; 5560A-2 BI-052-01 BI-052-02,,PT822
PT827,"Dash side garnish, left",body,dash,yes,Mazda,,,,,,,,Colour not recorded - confirm on the car Qty on the car: 1.,,,"FA01-55-340A (colour variants 00, 10, 29, 70, 81)",5560A-2 BI-052-03 BI-052-04 BI-052-05 BI-052-06 BI-052-07 BI-052-08,,PT822
PT828,Dashboard insulator,body,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-68-620B,6860A-1 BI-125-01,,PT822
PT829,Dash upper insulator,body,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-68-664B,6860A-1 BI-125-05,,PT822
PT830,Glove box tray,body,dash,yes,Mazda,,,,,,,,"Also: stay 8871-64-162A, striker 8871-64-101, cushion rubbers x2 (0633-62-879 up to serial 608442, 0259-58-612 from 608443 - confirm by VIN serial) (BI-052-21, BI-052-19, BI-052-09, BI-052-10) Qty on the car: 1.",,,8871-64-161B,5560A-2 BI-052-09 BI-052-10 BI-052-19 BI-052-20 BI-052-21,,PT822
PT831,Glove box lid,body,dash,yes,Mazda,,,,,,,,"Also: stopper 8871-64-043, lid set plate 8871-64-050A, rubber stopper 0275-55-195A (BI-052-17, BI-052-18, BI-051-01). Colour not recorded - confirm on the car Qty on the car: 1.",,,"FA01-64-030 (colour variants 00, 10, 29, 70, 81)",5560A-2 BI-052-11 BI-052-12 BI-052-13 BI-052-14 BI-052-15 BI-052-16 BI-052-17 BI-052-18; 5560A-1 BI-051-01,,PT830
PT832,Glove box lamp switch,electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0305-60-690,5560A-1 BI-051-21,,PT830
PT833,Glove box lamp bulb (12V 3.4W),lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0000-11-0194,5560A-1 BI-051-02,,PT830
PT834,"Glove side panel (lower dash, right)",body,dash,yes,Mazda,,,,,,,,Colour variants 29 (serial 600001-700000) and 81 (from 700001) are serial-dependent. Colour not recorded - confirm on the car Qty on the car: 1.,,,"FA01-55-310 (colour variants 00, 10, 29, 70, 81)",5500A-1 BI-047-23 BI-047-24 BI-047-25 BI-047-26 BI-047-27 BI-047-28,,PT822
PT835,Lower dash switch panel (driver side),body,dash,yes,Mazda,,,,,,,,Part number is misprinted in the catalogue (FA01-55-3?0A; reads as 320A or 340A) - confirm from the part or a dealer lookup Qty on the car: 1.,,,"FA01-55-3?0A (colour variants 00, 10, 29, 70, 81)",5500A-1 BI-047-29 BI-047-30 BI-047-31 BI-047-32 BI-047-33; 5500A-2 BI-048-01,,PT822
PT836,Choke cable and knob (factory),fuel,dash,yes,Mazda,,,,,,,,"Also: choke wire pad G001-67-061, grommet 0305-60-052A (BI-048-05, BI-048-07). It served the factory carburettor, which is gone (Weber 45 DCOE, PT006) - confirm whether the cable is still in the dash and whether it connects to anything Qty on the car: 1.",,,8871-60-050A,5500A-2 BI-048-05 BI-048-06 BI-048-07,,PT835
PT837,Dash center panel (radio and heater control surround),body,dash,yes,Mazda,,,,,,,,"FA01-55-210 is for cars without full control (to serial 633360), FA02-55-210 for cars with full control - confirm which is fitted (what the full-control option is is not stated in the catalogue) and the VIN serial Qty on the car: 1.",,,FA01-55-210 (colour variants 01) or FA02-55-210 (colour variants 01),5500A-1 BI-047-05 BI-047-06 BI-047-07 BI-047-08,,PT822
PT838,Center panel switch decoration panel,body,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-55-215A,5500A-1 BI-047-04,,PT837
PT839,Center panel decoration panel,body,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-55-212,5500A-1 BI-047-19,,PT837
PT840,Center panel illumination lamp case,lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8249-55-213,5500A-1 BI-047-01,,PT837
PT841,Center panel lamp box,lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-55-216,5500A-1 BI-047-16,,PT837
PT842,Center panel illumination bulb (12V 3.4W),lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0000-11-0194,5500A-1 BI-047-15,,PT837
PT843,Illumination optical fibre,lighting,dash,yes,Mazda,,,,,,,,The drawing routes it toward the ash tray Qty on the car: 1.,,,FA01-55-251,5500A-1 BI-047-18,,PT837
PT844,Center panel illumination bulb and socket,lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8871-55-280,5500A-1 BI-047-21,,PT837
PT845,Center panel illumination bulbs (1.4W),lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 2.,,,0000-11-0074,5500A-1 BI-047-22,,PT844
PT846,Ash tray,body,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-64-610 (colour variants 00),5500A-2 BI-048-13 BI-048-14,,PT837
PT847,Ash tray inner,body,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-64-630 (colour variants 00),5500A-2 BI-048-15 BI-048-16,,PT846
PT848,Ash tray illumination lens,lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-55-221,5500A-1 BI-047-03,,PT837
PT849,Digital clock,electrical,dash,yes,Mazda,,,,,,,,GS digital type. Also: spring nuts 0820-56-905 x2 (BI-048-04) Qty on the car: 1.,,,FA01-55-710,5500A-2 BI-048-02 BI-048-04,,PT822
PT850,"Steering column cover, right half",body,dash,yes,Mazda,,,,,,,,Also: key cylinder holder G001-60-261 (BI-048-12) Qty on the car: 1.,,,FA01-60-220,5500A-2 BI-048-08 BI-048-12,,
PT851,"Steering column cover, left half",body,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-60-230,5500A-2 BI-048-11,,
PT852,Key cylinder illumination lamp cover and lens,lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-60-241 (cover) FA01-60-242 (lens),5500A-2 BI-048-09 BI-048-10,,PT850
PT853,Front console,body,dash,yes,Mazda,,,,,,,,"Also: front bracket 8871-64-370A, center bracket FA01-64-381, front console caps 8871-64-901 x4 (colour variants 00, 11, 70, 71, 75) (BI-053-36, BI-053-37, BI-054-24). Colour not recorded - confirm on the car Qty on the car: 1.",,,"FA01-64-320B (colour variants 00, 10, 29, 70, 81)",5570A-1 BI-053-19 BI-053-20 BI-053-21 BI-053-22 BI-053-23 BI-053-24 BI-053-36 BI-053-37; 5570A-2 BI-054-24 BI-054-25 BI-054-26 BI-054-27 BI-054-28 BI-054-29,,
PT854,Automatic shift position indicator panel,transmission,dash,yes,Mazda,,,,,,,,Also: boot panel springs 8871-55-216 x2 (BI-053-01) Qty on the car: 1.,,,FA03-64-350 (colour variants 01),5570A-1 BI-053-01 BI-053-30 BI-053-31,,PT853
PT855,Shift indicator bulb and socket,lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0305-66-580A (alternative 1840-55-240),5570A-1 BI-053-03 BI-053-04,,PT854
PT856,Shift indicator bulb (12V 3.4W),lighting,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0000-11-0194,5570A-1 BI-053-05,,PT855
PT857,"Parking brake lever cover, right",body,dash,yes,Mazda,,,,,,,,Also: brake cover ring FA01-64-225 (BI-053-18). Colour not recorded - confirm on the car Qty on the car: 1.,,,"FA01-64-221 (colour variants 00, 10, 29, 70, 81)",5570A-1 BI-053-06 BI-053-07 BI-053-08 BI-053-09 BI-053-10 BI-053-11 BI-053-18,,PT853
PT858,"Parking brake lever cover, left",body,dash,yes,Mazda,,,,,,,,Colour not recorded - confirm on the car Qty on the car: 1.,,,"FA01-64-222 (colour variants 00, 10, 29, 70, 81)",5570A-1 BI-053-12 BI-053-13 BI-053-14 BI-053-15 BI-053-16 BI-053-17,,PT853
PT859,Console switch panel,body,dash,yes,Mazda,,,,,,,,Listed alongside a coin box used without it - confirm whether the switch panel or the coin box is fitted Qty on the car: 1.,,,FA01-64-451 (colour variants 01),5570A-1 BI-053-32 BI-053-33,,PT853
PT860,Console coin box,body,dash,yes,Mazda,,,,,,,,Fitted only on cars without the console switch panel; this GS has the power mirror switch - confirm whether a coin box or a switch panel is in the console Qty on the car: 1.,,,FA02-64-451 (colour variants 01),5570A-1 BI-053-34 BI-053-35,,PT853
PT861,Rear console (large type),body,cabin,yes,Mazda,,,,,,,,"Also: rear bracket 8871-64-415, center-rear bracket FA01-64-430 (BI-053-38, BI-054-14). Colour not recorded - confirm on the car Qty on the car: 1.",,,"FA01-64-410C (colour variants 00, 10, 29, 70, 81)",5570A-2 BI-054-01 BI-054-02 BI-054-03 BI-054-04 BI-054-05 BI-054-06 BI-054-14; 5570A-1 BI-053-38,,
PT862,Rear console lid,body,cabin,yes,Mazda,,,,,,,,"Also: hinge spring FA01-64-413A, lid stopper 8871-64-412 (BI-054-21, BI-054-22). Colour not recorded - confirm on the car Qty on the car: 1.",,,"FA01-64-420B (colour variants 00, 10, 29, 70, 81)",5570A-2 BI-054-15 BI-054-16 BI-054-17 BI-054-18 BI-054-19 BI-054-20 BI-054-21 BI-054-22,,PT861
PT863,Switch panel case (small type),body,cabin,yes,Mazda,,,,,,,,Small type - confirm whether this is fitted Qty on the car: 1.,,,"FA02-64-411 (colour variants 00, 10, 29, 70, 81)",5570A-2 BI-054-07 BI-054-08 BI-054-09 BI-054-10 BI-054-11 BI-054-12,,PT861
PT864,Power mirror switch,body,dash,yes,Mazda,,,,,,,,Dead (see PT032). Where it mounts is not shown in the figure - confirm Qty on the car: 1.,,,FA02-66-600A,6900A-2 BI-129-03,,PT859
PT865,"Defroster nozzle, right",climate,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-60-121,5580A-1 BI-055-01,,PT822
PT866,"Defroster nozzle, left",climate,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-60-141,5580A-1 BI-055-02,,PT822
PT867,Defroster hoses,climate,dash,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8871-61-251A,5580A-1 BI-055-07,,
PT868,"Side demister ducts, right",climate,dash,yes,Mazda,,,,,,,,Two duct sections Qty on the car: 2.,,,8871-61-181 8871-61-183A,5580A-1 BI-055-03 BI-055-05,,PT822
PT869,"Side demister ducts, left",climate,dash,yes,Mazda,,,,,,,,Two duct sections Qty on the car: 2.,,,8871-61-182 8871-61-184A,5580A-1 BI-055-04 BI-055-06,,PT822
PT870,"Ventilation duct, center",climate,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-64-750A,5580A-1 BI-055-08,,PT822
PT871,"Ventilation duct, right",climate,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-64-761,5580A-1 BI-055-09,,PT822
PT872,"Ventilation duct No. 1, left",climate,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-64-771A,5580A-1 BI-055-10,,PT822
PT873,"Ventilation duct No. 2, left",climate,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-64-780B,5580A-1 BI-055-11,,PT822
PT874,"Ventilation duct No. 3, left",climate,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-64-773,5580A-1 BI-055-12,,PT822
PT875,Center vent louver guide and holder,climate,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-64-811A (guide) 8871-64-812 (holder),5580A-1 BI-055-13 BI-055-14,,PT870
PT876,Center vent louvers,climate,dash,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8570-64-815B,5580A-1 BI-055-15,,PT875
PT877,Side vent louvers,climate,dash,yes,Mazda,,,,,,,,Also: louver guides 8871-64-820 x2 (BI-055-16) Qty on the car: 2.,,,8341-64-825,5580A-1 BI-055-16 BI-055-17,,PT822
PT878,"Front seat, right (passenger)",body,cabin,yes,Mazda,,,,,,,,"No whole-seat part number; sold as the cushion, back, recliner and adjusters below Qty on the car: 1.",,,,,,
PT879,"Seat cushion, right",body,cabin,yes,Mazda,,,,,,,,"S & GS: cloth-velour FA07 or vinyl FA08 - confirm cloth-velour or vinyl, and the colour, on the car Qty on the car: 1.",,,"FA07-88-110 (colour variants 00, 10, 70) or FA08-88-110 (colour variants 00, 70)",5700A-1 BI-056-15 BI-056-16 BI-056-17 BI-056-18 BI-056-19 BI-056-20 BI-056-21,,PT878
PT880,"Seat cushion cover, right",body,cabin,yes,Mazda,,,,,,,,"Cloth-velour FA07 or vinyl FA08 - confirm cloth-velour or vinyl, and the colour, on the car Qty on the car: 1.",,,"FA07-88-111 (colour variants 00, 10, 70) or FA08-88-111 (colour variants 00, 70)",5700A-1 BI-056-26 BI-056-27 BI-056-28 BI-056-29 BI-056-30 BI-056-31 BI-056-32,,PT879
PT881,"Seat cushion frame and pad, right",body,cabin,yes,Mazda,,,,,,,,"First number non-high-back, second high-back - confirm the seat type Qty on the car: 1.",,,FA02-88-120 or 8871-88-120A,5700A-2 BI-057-12 BI-057-13,,PT879
PT882,"Seat back, right",body,cabin,yes,Mazda,,,,,,,,"S & GS: cloth-velour FA07 or vinyl FA08 - confirm cloth-velour or vinyl, and the colour, on the car Qty on the car: 1.",,,"FA07-88-130 (colour variants 00, 10, 70) or FA08-88-130 (colour variants 00, 70)",5700A-2 BI-057-14 BI-057-15 BI-057-16 BI-057-17 BI-057-18 BI-057-19 BI-057-20,,PT878
PT883,"Seat back cover, right",body,cabin,yes,Mazda,,,,,,,,"Cloth-velour FA07 or vinyl FA08 - confirm cloth-velour or vinyl, and the colour, on the car Qty on the car: 1.",,,"FA07-88-131 (colour variants 00, 10, 70) or FA08-88-131 (colour variants 00, 70)",5700A-2 BI-057-25 BI-057-26 BI-057-27 BI-057-28 BI-057-29 BI-057-30 BI-057-31,,PT882
PT884,"Seat back frame and pad, right",body,cabin,yes,Mazda,,,,,,,,"First number non-high-back, second high-back - confirm the seat type Qty on the car: 1.",,,FA02-88-140 or 8871-88-140,5700A-3 BI-058-04 BI-058-05,,PT882
