id,stage,stage_title,item,owner,state,gate,note,reply,choices,unit,result,settles
W27,W,W Wiring check against the 1982 diagram,Check the 21 terminal(s) of the Rear harness (PT318): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): X-03 top 1 RY; X-03 top 2 RW; X-03 top 3 G; X-03 top 4 GO; X-03 top 5 R; X-03 top 6 GR; X-03 top 7 LY; X-03 top 8 BLg; X-03 top 9 GB; X-03 top 10 L; X-03 top 11 RY; X-03 bottom 1 BLg; X-03 bottom 2 RG; X-03 bottom 3 Y; X-03 bottom 4 GR; X-03 bottom 5 LG; X-03 bottom 6 L; X-03 bottom 7 LY; X-03 bottom 9 LB; X-03 bottom 10 BG; X-03 bottom 11 LB. Reply done, and write any that differ.",check,,,,
W28,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Rear defogger cord (PT319): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): X-18 a B; X-18 b B. Reply done, and write any that differ.",check,,,,
W29,W,W Wiring check against the 1982 diagram,Check the 20 terminal(s) of the Engine harness (PT321): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): X-01 top 1 BW; X-01 top 2 LB; X-01 top 3 Lg; X-01 top 4 BY; X-01 top 5 YW; X-01 top 6 GW; X-01 top 7 BrW; X-01 top 8 GY; X-01 top 9 BG; X-01 top 11 GB; X-01 bottom 1 BLg; X-01 bottom 2 Br; X-01 bottom 3 O; X-01 bottom 4 GR; X-01 bottom 5 BR; X-01 bottom 6 LgY; X-01 bottom 8 LW; X-01 bottom 9 BrY; X-01 bottom 10 G; X-01 bottom 11 WB. Reply done, and write any that differ.",check,,,,
W30,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Engine harness fusible link (PT322): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): ring ?; LW LW. Reply done, and write any that differ.",check,,,,
W31,W,W Wiring check against the 1982 diagram,Check the 8 terminal(s) of the Transmission harness (PT323): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): X-10 top 1 BW; X-10 top 2 GY; X-10 top 3 BR; X-10 bottom 1 LW; X-10 bottom 2 RW; X-10 bottom 3 BY; X-17 1 BL; X-17 2 BY. Reply done, and write any that differ.",check,,,,
W32,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Short connector (PT324): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): BY BY; GB GB. Reply done, and write any that differ.",check,,,,
W33,W,W Wiring check against the 1982 diagram,Check the 34 terminal(s) of the Instrument harness (PT325): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): X-02 bottom 1 WG; X-02 bottom 2 RW; X-02 bottom 3 RY; X-02 bottom 4 RL; X-02 bottom 5 Br; X-02 bottom 6 Y; X-02 bottom 7 B; X-02 bottom 8 LO; X-02 bottom 9 LW; X-02 bottom 10 LgY; X-02 bottom 11 Lg; X-02 top 1 LY; X-02 top 2 R; X-02 top 3 RG; X-02 top 4 BR; X-02 top 5 BrW; X-02 top 6 LG; X-02 top 7 LR; X-02 top 8 GR; X-02 top 9 LG; X-02 top 10 LG; X-02 top 11 LgB; X-12 top 1 Br; X-12 top 2 GY; X-12 top 3 BG; X-12 top 4 LR; X-12 top 5 LY; X-12 bottom 1 BrB; X-12 bottom 2 WG; X-12 bottom 3 L; X-12 bottom 4 GB; X-12 bottom 5 BL; X-12 2-pin a RL; X-12 2-pin b GL. Reply done, and write any that differ.",check,,,,
W34,W,W Wiring check against the 1982 diagram,Check the 1 terminal(s) of the Horn contact set (PT473): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): horn contact GL. Reply done, and write any that differ.",check,,,,
W35,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Stop lamp switch (PT557): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): GW GW; W W. Reply done, and write any that differ.",check,,,,
W36,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Brake fluid level indicator (PT562): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): BR BR; B B. Reply done, and write any that differ.",check,,,,
W37,W,W Wiring check against the 1982 diagram,"Check the 6 terminal(s) of the Front combination lamp, R and L (PT595): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): F-05 RG RG; F-05 GR GR; F-05 B B; F-06 RG RG; F-06 GO GO; F-06 B B. Reply done, and write any that differ.",check,,,,
W38,W,W Wiring check against the 1982 diagram,"Check the 4 terminal(s) of the Front side turn lamp, R and L (PT598): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): F-12 RG RG; F-12 B B; F-13 RG RG; F-13 B B. Reply done, and write any that differ.",check,,,,
W39,W,W Wiring check against the 1982 diagram,"Check the 12 terminal(s) of the Rear combination lamp, R and L (PT601): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): F-07 GR GR; F-07 RW RW; F-07 (unused) ?; F-07 G G; F-07 RG RG; F-07 B B; F-08 GO GO; F-08 RW RW; F-08 (unused) ?; F-08 G G; F-08 RG RG; F-08 B B. Reply done, and write any that differ.",check,,,,
W40,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the License lamp (PT605): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): F-04 RG RG; F-04 B B. Reply done, and write any that differ.",check,,,,
W41,W,W Wiring check against the 1982 diagram,"Check the 2 terminal(s) of the Rear side turn lamp, R and L (PT608): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RG RG; B B. Reply done, and write any that differ.",check,,,,
W42,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Cargo room lamp (PT611): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LY LY; RB RB. Reply done, and write any that differ.",check,,,,
W43,W,W Wiring check against the 1982 diagram,Check the 22 terminal(s) of the Instrument cluster (PT614): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): X-05 GY GY; X-05 B (two cavities) B; X-05 BrY BrY; X-05 Y Y; X-05 YW YW; X-05 BR BR; X-05 GL GL; X-05 YL YL; X-05 YB YB; X-05 GB GB; X-05 LG LG; X-06 YG (tach) YG; X-06 YG (retractor) YG; X-06 RL (illumination) RL; X-06 RL (high beam) RL; X-06 B B; X-06 YR YR; X-06 GR GR; X-06 GO GO; X-06 RG RG; X-06 G G; X-06 LY LY. Reply done, and write any that differ.",check,,,,
W44,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Tachometer (PT620): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): + GY; - B; signal YG. Reply done, and write any that differ.",check,,,,
W45,W,W Wiring check against the 1982 diagram,Check the 4 terminal(s) of the Fuel and water temperature gauge (PT623): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): fuel + ?; fuel - Y; temp + ?; temp - YW. Reply done, and write any that differ.",check,,,,
W46,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Meter voltage regulator (PT624): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): IN GY; OUT ?; E B. Reply done, and write any that differ.",check,,,,
W47,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Panel illumination dimmer resistor (PT625): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RG RG; RL RL; B B. Reply done, and write any that differ.",check,,,,
W48,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Warning chime (PT630): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LY LY; G G. Reply done, and write any that differ.",check,,,,
W49,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Cigar lighter (PT631): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LY LY; B B. Reply done, and write any that differ.",check,,,,
W50,W,W Wiring check against the 1982 diagram,Check the 1 terminal(s) of the Cigar lighter bulb (3.4 W) (PT633): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RL RL. Reply done, and write any that differ.",check,,,,
W51,W,W Wiring check against the 1982 diagram,Check the 6 terminal(s) of the Power mirror remote control switch (PT634): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): WG WG; B B; Lg Lg; LgR LgR; LgB LgB; LgY LgY. Reply done, and write any that differ.",check,,,,
W52,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Fuel lid opener switch (PT635): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LR LR; GB GB. Reply done, and write any that differ.",check,,,,
W53,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Motor antenna switch (PT636): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LG LG; B B. Reply done, and write any that differ.",check,,,,
W54,W,W Wiring check against the 1982 diagram,Check the 13 terminal(s) of the Combination switch (steering column) (PT638): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): R (2-pin) R; WG (2-pin) WG; RG RG; RW RW; R (6-pin) R; RL RL; RY RY; WG (F-02) WG; GY GY; GW GW; GB GB; GR GR; GO GO. Reply done, and write any that differ.",check,,,,
W55,W,W Wiring check against the 1982 diagram,Check the 14 terminal(s) of the Light and turn switch (PT639): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): R (2-pin) R; WG (2-pin) WG; RG (6-pin) RG; RW (6-pin) RW; R (6-pin) R; RL (6-pin) RL; RY (6-pin) RY; GL (6-pin) GL; WG (F-02) WG; GY (F-02) GY; GW (F-02) GW; GB (F-02) GB; GR (F-02) GR; GO (F-02) GO. Reply done, and write any that differ.",check,,,,
W56,W,W Wiring check against the 1982 diagram,Check the 6 terminal(s) of the Wiper and washer switch (PT640): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B B; LW LW; LR LR; LO LO; LG LG; LY LY. Reply done, and write any that differ.",check,,,,
W57,W,W Wiring check against the 1982 diagram,Check the 1 terminal(s) of the Horn contact (PT642): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): GL GL. Reply done, and write any that differ.",check,,,,
W58,W,W Wiring check against the 1982 diagram,"Check the 2 terminal(s) of the Door switch, R and L (PT644): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RY (RH) RY; RY (LH) RY. Reply done, and write any that differ.",check,,,,
W59,W,W Wiring check against the 1982 diagram,Check the 1 terminal(s) of the Parking lamp switch (PT645): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): BR BR. Reply done, and write any that differ.",check,,,,
W60,W,W Wiring check against the 1982 diagram,Check the 8 terminal(s) of the Power window switch (PT646): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): I-06 BL (LH) BL; I-06 B (LH) B; I-06 RL (LH) RL; I-06 GL (LH) GL; I-07 BL (RH) BL; I-07 B (RH) B; I-07 R (RH) R; I-07 G (RH) G. Reply done, and write any that differ.",check,,,,
W61,W,W Wiring check against the 1982 diagram,"Check the 2 terminal(s) of the Horn, high tone (PT647): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): + (single spade) GY; case ?. Reply done, and write any that differ.",check,,,,
W62,W,W Wiring check against the 1982 diagram,"Check the 2 terminal(s) of the Horn, low tone (PT648): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): + (single spade) GY; case ?. Reply done, and write any that differ.",check,,,,
W63,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Auto cruise control (PT649): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B-31 Br Br; B-31 BrB BrB; B-31 B B. Reply done, and write any that differ.",check,,,,
W64,W,W Wiring check against the 1982 diagram,Check the 4 terminal(s) of the Cruise control actuator (PT650): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B-28 BrB BrB; B-28 Br Br; B-28 BrY BrY; B-28 BrR BrR. Reply done, and write any that differ.",check,,,,
W65,W,W Wiring check against the 1982 diagram,Check the 13 terminal(s) of the Cruise control unit (PT652): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B-25 BrB BrB; B-25 B B; B-25 W W; B-25 RY RY; B-25 BY BY; B-25 RW RW; B-25 BrW BrW; B-25 BR BR; B-25 Br Br; B-25 BrY BrY; B-25 BrR BrR; B-25 BL BL; B-25 * ?. Reply done, and write any that differ.",check,,,,
W66,W,W Wiring check against the 1982 diagram,Check the 4 terminal(s) of the Cruise control set switch (PT653): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B-30 BY BY; B-30 RW RW; B-30 BrW BrW; B-30 B B. Reply done, and write any that differ.",check,,,,
W67,W,W Wiring check against the 1982 diagram,"Check the 9 terminal(s) of the Radio, Clarion AM/FM full control (PT655): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LgW (3-pole) LgW; RG RG; LG (3-pole) LG; LG (4-pole) LG; LW LW; LY LY; LR (4-pole) LR; DIN ?; case ?. Reply done, and write any that differ.",check,,,,
W68,W,W Wiring check against the 1982 diagram,"Check the 6 terminal(s) of the Main amplifier, Clarion 5 W x 2 (PT660): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): L L; LR LR; LO LO; LW LW; LB LB; DIN ?. Reply done, and write any that differ.",check,,,,
W69,W,W Wiring check against the 1982 diagram,"Check the 4 terminal(s) of the Front speaker, 4 in dual cone (PT662): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LH: LG LG; LH: LW LW; RH: LY LY; RH: LR LR. Reply done, and write any that differ.",check,,,,
W70,W,W Wiring check against the 1982 diagram,Check the 4 terminal(s) of the Rear speaker (PT664): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LH: LR LR; LH: LO LO; RH: LW LW; RH: LB LB. Reply done, and write any that differ.",check,,,,
W71,W,W Wiring check against the 1982 diagram,Check the 5 terminal(s) of the Wiper motor (PT678): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): L L; LB LB; LW LW; LR LR; B B. Reply done, and write any that differ.",check,,,,
W72,W,W Wiring check against the 1982 diagram,Check the 4 terminal(s) of the Ignition switch (PT708): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): C WR; E L; D BY; A BY. Reply done, and write any that differ.",check,,,,
W73,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Key reminder buzzer switch (PT709): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): G G; LY LY; 3rd ?. Reply done, and write any that differ.",check,,,,
W74,W,W Wiring check against the 1982 diagram,Check the 1 terminal(s) of the Back door room lamp switch (PT816): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RB RB. Reply done, and write any that differ.",check,,,,
W75,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Glove box lamp switch (PT832): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): BL BL; B B. Reply done, and write any that differ.",check,,,,
W76,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Glove box lamp bulb (12V 3.4W) (PT833): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LO LO; BL BL. Reply done, and write any that differ.",check,,,,
W77,W,W Wiring check against the 1982 diagram,Check the 4 terminal(s) of the Digital clock (PT849): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B B; RG RG; LY LY; GY GY. Reply done, and write any that differ.",check,,,,
W78,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Shift indicator bulb (12V 3.4W) (PT856): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RL RL; B B. Reply done, and write any that differ.",check,,,,
W79,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Map lamp (spot lamp) (PT958): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LY LY; GND ?. Reply done, and write any that differ.",check,,,,
W80,W,W Wiring check against the 1982 diagram,Check the 1 terminal(s) of the Interior mirror lamp bulb (12V 10W) (PT961): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RY RY. Reply done, and write any that differ.",check,,,,
R0,R,R Research the rest of the parts,"Say when to run the chassis and body research (wave 3: brakes, driveline, steering, suspension, wheels, body - about 400 parts, several million tokens)",camden,open,,"Tick it when you want wave 3 to run; R2 waits on it. Waves 1 and 2 are the electrical, lighting, ignition, engine, fuel, cooling, climate and transmission parts.",check,,,,
R1,R,R Research the rest of the parts,"Merge wave 2 (engine, fuel, cooling, climate, transmission) into the record",agent,open,,"Merge wave 2 (13 of 18 batch files exist in 01-REFERENCE/research/research/: climate-14/16/17, cooling-18, engine-35..39, fuel-41, transmission-52; climate-15, fuel-40, transmission-53/54/57 were lost in a scratch folder and must be run again). The merge reads that folder by default and is idempotent (P48).",,,,,
R2,R,R Research the rest of the parts,"Run wave 3: research the chassis and body parts, then merge them",agent,open,R0 R1 R3,"tools/research/README.md, batches body-01 body-02 body-03 body-04 body-05 body-06 body-07 body-08 body-09 body-10 brakes-11 brakes-12 brakes-13 driveline-19 steering-49 suspension-50 suspension-51 wheels-58.",,,,,
K9,K,K Where it is not recorded,"Read the VIN (chassis number) off the plate - through the windshield at the base of the dash on the driver side, and on the door-jamb label - and type it in full",camden,open,,"00-CAR vehicle.vin is not recorded. The serial number in it (FB331 ......) decides which of two catalogue parts the car left the factory with for 18 of the rows below; once typed, the agent settles those rows from the catalogue's serial ranges and drops them from your list (plan P29).",value,,"VIN, 17 characters",,
K10,K,K Where it is not recorded,"Read the TRIM code off the colour plate (same plate as the paint code, 04-beauty:B01): the two-character interior colour code, e.g. 00 black, 08 white",camden,open,,"53 rows below doubt only which colour variant of a part is fitted; the trim code settles them from the catalogue, and the agent drops them from your list once it is typed (plan P29).",value,,two characters,,
K11,K,K Where it is not recorded,Re-read the 8 catalogue entries whose scan was unreadable (a digit or suffix blank) against a second source - a parts dealer's listing or the other catalogue edition,agent,open,,"G3, H1 and six more rows cannot be settled by looking at the car: the doubt is in the scan, not on the car. Web or second-catalogue check (plan P29).",,,,,
I0,I,I Under the car (on stands),"Put the car on stands (or a lift) for the underside checks, and say when it is up",camden,open,,The 20 stage-I rows need the car off its wheels; they are gated here so they leave your list until the car is up (plan P29).,,,,,
R3,R,R Research the rest of the parts,"Install an OCR tool once (sudo dnf install ocrmypdf) so wave 3 reads the scanned manuals as text, not 800 page images per batch",camden,open,,"The four key PDFs (S-001, S-002 Section 15, S-005, S-038) are image-only scans: pdffonts shows 0 fonts and pdftotext returns nothing. Every research agent pays vision tokens to re-view the same pages. After the install, the agent runs ocrmypdf --sidecar over them into 01-REFERENCE/model/library/docs/ and the research prompt greps first (P48).",,,,,
