id,category,title,subject,fits,site,url,author,licence,format,obtained,login,local_path,size_mm,scale,triangles,quality,detail,note
ls-d585-coil-sleeve-and-insulation-housing-sketchfab-altrous,swap,LS D585 Coil Sleeve and Insulation Housing,GM 5.3 LS D585 ignition coil mount/sleeve,close,sketchfab.com,https://sketchfab.com/3d-models/ls-d585-coil-sleeve-and-insulation-housing-3978a22be51f4e6fa79b62a7b082e6b3,altrous,CC Attribution,sketchfab (glb/gltf/source on download),no,yes,,,,7014,2,GM 5.3 LS D585 Custom Igniton Coil Mount,Sketchfab download requires login.
ls-dust-shield-starter-side-printables-fastlayne3dp,swap,ls dust shield starter side,"GM LS bellhousing dust shield, starter side",close,printables.com,https://www.printables.com/model/493443-ls-dust-shield-starter-side,Fastlayne3dp,Creative Commons — Attribution,3mf,yes,no,01-REFERENCE/model/library/swap/ls-dust-shield-starter-side-printables-fastlayne3dp,178 x 119 x 24,1:1,756,3,a simple ls dust shield starter side a simple ls dust shield starter side. i made this for an ls3 but it likely has other applications,"measured: largest=lsdustshield.3mf; per-file extents: lsdustshield.3mf=[177.685, 118.895, 23.5]"
ls-engine-1-grabcad-mark.oldani-1,swap,LS Engine,GM LS engine,close,grabcad.com,https://grabcad.com/library/ls-engine-1,Mark Oldani,GrabCAD Community Library terms (per-model license not stated),STEP / IGES,no,yes,,,,,3,"234 downloads, 14 likes, 1 files, created 2016-07-16",Here's a file with the Correct Timing cover bolt hole locations. Also with a ATI balancer on the LS7. You can scale a few models on here to make them correct. Hope this helps. All LS Engine use the same bolt locations | GrabCAD download requires login; not fetched.
ls-engine-3dwarehouse-vadim-z,swap,LS Engine,GM LS engine,close,3dwarehouse.sketchup.com,https://3dwarehouse.sketchup.com/model/ua9e6a238-1ccd-4388-ba75-278e8a99f436,Вадим З.,3D Warehouse General Model License (free use; per Trimble terms),glb (converted by 3DW); original skp needs login,no,yes,,,,,2,LS Engine,"Original SketchUp files (s8,s20,s21,s17,s19,s18) are login-restricted; the public GLB export was downloaded. Created 2014-12-24. No public GLB export available."
ls-engine-3dwarehouse-yantski,swap,LS Engine,GM LS engine,close,3dwarehouse.sketchup.com,https://3dwarehouse.sketchup.com/model/67375e2e-1439-4dbf-a566-8252396cec50,yantski,3D Warehouse General Model License (free use; per Trimble terms),glb (converted by 3DW); original skp needs login,yes,no,01-REFERENCE/model/library/swap/ls-engine-3dwarehouse-yantski,773 x 724 x 1429,approx 1:1 (1.43 m long likely incl. transmission),298887,2,"Modeled from scratch from photos and includes a T56 manual transmission modeled from scratch as well. ″LS engine"" is the colloquial name given to the 3rd and 4th generation small-block V-8 gasoline engine used in General Motors' vehicles. The name evolved from the need to differentiate the Gen 3/Gen 4 small blocks from the original Gen 1/Gen 2 small blocks released in 1954, which are commonly referred to as ""Small Block Chevrolets"". LS engines were a clean sheet modular design. Most components i","Original SketchUp files (s16,s19,s8,s20,s21) are login-restricted; the public GLB export was downloaded. Created 2021-11-02. | measured: largest=LS3 Engine.glb; per-file extents: LS3 Engine.glb=[0.773, 0.724, 1.429]"
ls-engine-block-3dwarehouse-shannon-s,swap,LS Engine Block,GM LS engine block,close,3dwarehouse.sketchup.com,https://3dwarehouse.sketchup.com/model/u6342c543-9f14-46c5-8b94-328c655d1a17,Shannon S.,3D Warehouse General Model License (free use; per Trimble terms),glb (converted by 3DW); original skp needs login,yes,no,01-REFERENCE/model/library/swap/ls-engine-block-3dwarehouse-shannon-s,504 x 323 x 529,1:1 (block 504 x 529 mm),58924,2,LS Engine block modeled off of a picture. Not to scale. Only a rough representation. I moved this model from my old 3D warehouse account. Thanks for looking!,"Original SketchUp files (s8,s20,s21,s15,s17,s19,s18) are login-restricted; the public GLB export was downloaded. Created 2015-02-28. | measured: largest=LS Engine Block.glb; per-file extents: LS Engine Block.glb=[0.504, 0.323, 0.529]"
ls-engine-essentials-thingiverse-thebeardedgarage,swap,LS Engine Essentials,"LS engine essentials: front cover alignment tool, water pump plugs, rear main seal cover, block plugs",close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:4089898,The Bearded Garage (TheBeardedGarage),https://creativecommons.org/licenses/by/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls-engine-essentials-thingiverse-thebeardedgarage,261 x 265 x 15,1:1,41990,3,I've made this LS Engine Essentials Package for people that are painting their LS engine block or installing the front timing chain cover. This kit should work for any LS based engine (LS1/LS2/LS3/LQ4/LQ9 etc.) Whats Included: -Front timing chain cover alignment tool -Front water pump plugs -Rear main seal cover -Random engine block plugs PLEASE CONSIDER FOLLOWING MY YOUTUBE CHANNEL: https://www.youtube.com/user/Baycustoms,"Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-4089898 (Thingiverse site downloads are JS-gated). Thing date 2020-01-07. | measured: largest=LS_Engine_Essentials_4089898/files/LS_Rear_Main_Seal_Cover_v1.stl; per-file extents: LS_Engine_Essentials_4089898/files/LS_Random_Block_Plugs_v1.stl=[120.048, 70.049, 30.0]; LS_Engine_Essentials_4089898/files/LS_Rear_Main_Seal_Cover_v1.stl=[261.102, 265.252, 15.0]; LS_Engine_Essentials_4089898/files/LS_Timing_Cover_Alignment_Tool_v3.stl=[65.395, 65.397, 55.0]; LS_Engine_Essentials_4089898/files/LS_Water_Pump_Cover_Driv.stl=[101.098, 74.632, 8.0]; LS_Engine_Essentials_4089898/files/LS_Water_Pump_Cover_Pass.stl=[101.098, 74.632, 8.0]"
ls-engine-steam-port-to-radiator-hose-clamp-printables-cstek,swap,LS Engine Steam Port to Radiator Hose Clamp,GM LS engine steam port to radiator hose clamp,close,printables.com,https://www.printables.com/model/1534230-ls-engine-steam-port-to-radiator-hose-clamp,CSTek,Creative Commons — Attribution — Noncommercial — NoDerivatives,stl,yes,no,01-REFERENCE/model/library/swap/ls-engine-steam-port-to-radiator-hose-clamp-printables-cstek,72 x 28 x 25,1:1,3900,3,"Clamp to secure 14mm steam port hose to 43mm Radiator hose Increase the infill to at least 30% Use default support I've used PETG, PLA would melt Bolt hole is for m5x16 hex/allen head bolts and nuts. Nut goes in the B side","measured: largest=hoseclamp-A-v3.stl; per-file extents: hoseclamp-B-v3.stl=[72.5, 25.0, 25.0]; hoseclamp-A-v3.stl=[72.5, 27.5, 25.0]"
ls-engine-storage-block-off-plates-thingiverse-jschattenkirk,swap,LS Engine Storage Block Off Plates,LS engine storage block-off plates (intake/exhaust/water pump),close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:4338145,Josh Schattenkirk (jschattenkirk),https://creativecommons.org/licenses/by/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls-engine-storage-block-off-plates-thingiverse-jschattenkirk,6 x 115 x 125,1:1,4598,3,"Block off plates for LS Engines Exhaust Ports (Print 8) Intake Waterpump (Print 2) Storage caps inspired by Corey Johnson. Contact him for printed versions, of a different design of similar functionality, corey@gras3d.com","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-4338145 (Thingiverse site downloads are JS-gated). Thing date 2020-05-05. | measured: largest=LS_Engine_Storage_Block_Off_Plates_4338145/files/Intake_Block_Off.stl; per-file extents: LS_Engine_Storage_Block_Off_Plates_4338145/files/Exhaust_Port_Block_Off.stl=[124.148, 66.0, 6.35]; LS_Engine_Storage_Block_Off_Plates_4338145/files/Intake_Block_Off.stl=[6.35, 114.984, 124.968]; LS_Engine_Storage_Block_Off_Plates_4338145/files/Water_Pump_Block_Off.stl=[6.35, 94.779, 68.726]"
ls-engine-test-stand-1-grabcad-hendrix.d.g-1,swap,LS engine test stand,GM LS engine run/test stand (uses LS mount/bellhousing points),close,grabcad.com,https://grabcad.com/library/ls-engine-test-stand-1,Hendrix d.G,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,3,"618 downloads, 53 likes, 5 files, created 2022-12-14","Engine test stand I used as a guide to build my own. Sliding cross member and rad post to fit different engine configurations. Rad, battery, instrument panel, jerry can, panel arm all from grabcad. Fasteners are from McMaster-Carr Welded + bolted joints WIP | GrabCAD download requires login; not fetched."
ls-exhaust-manifold-flange-1-grabcad-mathieu.nolet.vachon-1,swap,Ls Exhaust Manifold Flange,LS exhaust manifold flange,close,grabcad.com,https://grabcad.com/library/ls-exhaust-manifold-flange-1,Mathieu Nolet-Vachon,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS,STEP / IGES",no,yes,,,,,3,"393 downloads, 15 likes, 2 files, created 2022-03-13",LS Exhaust Manifold .375 thick Flange | GrabCAD download requires login; not fetched.
ls-gm-pcm-ecu-mount-bracket-printables-max,swap,LS GM PCM ECU mount bracket,GM LS PCM/ECU mount bracket,close,printables.com,https://www.printables.com/model/848837-ls-gm-pcm-ecu-mount-bracket,Max -_-,Creative Commons — Attribution — Noncommercial — Share Alike,stl,yes,no,01-REFERENCE/model/library/swap/ls-gm-pcm-ecu-mount-bracket-printables-max,26 x 32 x 108,1:1,8030,3,Remixed from @BFBulletMagnet's design to print vertically with no supports. Plus some tweaks.,"measured: largest=bracket.stl; per-file extents: bracket.stl=[25.98, 32.5, 108.0]"
ls-header-1-grabcad-philip.laroach-2,swap,LS Header,LS header,close,grabcad.com,https://grabcad.com/library/ls-header-1,Philip LaRoach,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS,Rendering",no,yes,,,,,3,"599 downloads, 25 likes, 2 files, created 2018-02-10",A header model I created for fun. | GrabCAD download requires login; not fetched.
ls-intake-port-covers-thingiverse-mrmustang48,swap,LS intake port covers,LS intake port covers,close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:4097408,(Mrmustang48),https://creativecommons.org/licenses/by-nc/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls-intake-port-covers-thingiverse-mrmustang48,179 x 105 x 13,1:1,3674,2,"Summary Designed these to fit the cathedral intake ports on chev and gm 4.8, 5.3 and 6.0l v8 engines. Can be used for storing and working on the engine to help stop dirt and objects from falling into the cylinder head ports. Could also be used for painting the engine. These are not water tight. Print Settings Printer Brand: Anycubic Printer: All-metal Mega Rafts: No Supports: No Resolution: 0.3 Infill: 20% Filament: Generic PLA Any","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-4097408 (Thingiverse site downloads are JS-gated). Thing date 2020-01-11. | measured: largest=LS_intake_port_covers_4097408/files/LS_intake_port_covers.stl; per-file extents: LS_intake_port_covers_4097408/files/LS_intake_port_covers.stl=[179.246, 104.7, 13.0]"
ls-ls1-lq4-engine-block-rear-oil-gallery-mod-printables-brizle,swap,LS LS1 LQ4 Engine Block Rear oil gallery mod.,GM LS1/LQ4 block rear oil gallery modification part,close,printables.com,https://www.printables.com/model/1719968-ls-ls1-lq4-engine-block-rear-oil-gallery-mod,Brizle,Open Community License v1,stl,yes,no,01-REFERENCE/model/library/swap/ls-ls1-lq4-engine-block-rear-oil-gallery-mod-printables-brizle,85 x 164 x 10,1:1,3450,3,Pattern to cut a groove to improve oil flow,"measured: largest=lq4 oil.stl; per-file extents: lq4 oil.stl=[84.533, 164.459, 10.0]"
ls-square-intake-port-cover-printables-transammatt,swap,LS SQUARE INTAKE PORT COVER,LS square (rectangle) intake port cover,close,printables.com,https://www.printables.com/model/1554589-ls-square-intake-port-cover,transammatt,Creative Commons — Attribution — Noncommercial,stl,yes,no,01-REFERENCE/model/library/swap/ls-square-intake-port-cover-printables-transammatt,193 x 198 x 19,1:1,34592,3,Storage cover for LS engine intake ports. Redesign of my old cathedral port model. This one will fit gen IV square port heads as well as the earlier cathedral heads. Might not cover ported heads.,"measured: largest=LS SQUARE PORT COVER 2-REV-2.stl; per-file extents: LS SQUARE PORT COVER 2-REV-2.stl=[193.306, 198.078, 19.264]; LS SQUARE PORT COVER 1-REV-2.stl=[187.084, 104.083, 16.611]"
ls-throttle-body-gasket-printables-morpheoso,swap,LS Throttle body gasket,GM LS throttle body gasket (LS 4-bolt TB flange),close,printables.com,https://www.printables.com/model/1017041-ls-throttle-body-gasket,Morpheoso,Creative Commons — Attribution — Noncommercial — Share Alike,stl,yes,no,01-REFERENCE/model/library/swap/ls-throttle-body-gasket-printables-morpheoso,129 x 122 x 2,1:1,1434,3,"BBK 85mm throttle body gasket Not sure how long this will last but it does work! I have over 2,000 miles on it as of now.&nbsp; I have this installed on a LS1 BBK intake manifold and a BBK 85mm TB&nbsp; TPU 95A High temp Print Settings: 10 bottom layer&nbsp; 10 top layers 4 + walls Torque to spec &nbsp; &nbsp;","LS 4-bolt throttle body flange, 85 mm bore. | measured: largest=TB-85mm.stl; per-file extents: TB-85mm.stl=[128.978, 122.0, 2.4]"
ls-tri-y-crossover-exhaust-headers-v2-v3-1-grabcad-marco.aguilar-28,swap,LS Tri-Y crossover exhaust/headers v2 & v3,LS Tri-Y crossover headers,close,grabcad.com,https://grabcad.com/library/ls-tri-y-crossover-exhaust-headers-v2-v3-1,Marco Aguilar,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,2,"101 downloads, 21 likes, 8 files, created 2026-03-08","One full set exhaust and one header only (v2). Both are designed to be tri-y, but v3 contains a crossover of (3,5) and (4,6) header pairs to be similar to my 180 exhaust. Contains megaphones also. For LS and built around 6l80e v3 is designed to be equal-length primaries with <+-1 inch tolerance. | GrabCAD download requires login; not fetched."
ls-turbo-header-1-grabcad-brian.collinsworth-1,swap,ls turbo header,LS turbo header,close,grabcad.com,https://grabcad.com/library/ls-turbo-header-1,Brian Collinsworth,GrabCAD Community Library terms (per-model license not stated),SOLIDWORKS,no,yes,,,,,2,"126 downloads, 11 likes, 1 files, created 2023-03-29",ls turbo header | GrabCAD download requires login; not fetched.
ls-water-pump-blockoff-printables-transammatt,swap,LS Water Pump Blockoff,GM LS water pump block-off plate (water pump bolt pattern),close,printables.com,https://www.printables.com/model/1065344-ls-water-pump-blockoff,transammatt,Creative Commons — Attribution — Noncommercial — Share Alike,3mf,yes,no,01-REFERENCE/model/library/swap/ls-water-pump-blockoff-printables-transammatt,104 x 112 x 6,1:1,1600,3,Blockoff plates to keep FOD out of coolant passages during storage of LS engines.,"LS water pump mounting face outline. | measured: largest=LS WATER PUMP BLOCKOFF.3mf; per-file extents: LS WATER PUMP BLOCKOFF.3mf=[104.337, 112.019, 6.35]"
ls-xx-engine-motor-build-v001-1-grabcad-craigat23-1,swap,LS xx Engine - Motor Build v001,"GM LS-family engine full build (block, heads, rotating assy, accessories)",close,grabcad.com,https://grabcad.com/library/ls-xx-engine-motor-build-v001-1,CraigAT23,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,4,"6690 downloads, 648 likes, 2 files, created 2020-07-21","GM LS Motor Project started as a Space claim using many of the models already hear in grab cad forum... (thanks to many members) I have ""cleaned"" a number of the models so they could become 'solids', modified most for ""appearance"", then added many. NOT a machinable product.. Missing many of the 'real' accessory drive components... If you have any, please feel free to add.... I will update as i add to the assembly. | GrabCAD download requires login; not fetched."
ls1-3dwarehouse-eman,swap,LS1,GM LS1 engine,close,3dwarehouse.sketchup.com,https://3dwarehouse.sketchup.com/model/a0b1e5778c222b4d1dffd67e3c6a6bb5,EMAN,3D Warehouse General Model License (free use; per Trimble terms),glb (converted by 3DW); original skp needs login,yes,no,01-REFERENCE/model/library/swap/ls1-3dwarehouse-eman,905 x 691 x 2261,uncertain (2.26 m long),51937,2,chevy v8 small block engine,"Original SketchUp files (s17,s19,s18,s8,s20,s21) are login-restricted; the public GLB export was downloaded. Created 2013-04-21. | measured: largest=Untitled.glb; per-file extents: Untitled.glb=[0.905, 0.691, 2.261]"
ls1-aluminium-coil-mount-1-grabcad-matthew.waye-1,swap,LS1 Aluminium Coil Mount,LS1 aluminium coil mount,close,grabcad.com,https://grabcad.com/library/ls1-aluminium-coil-mount-1,Matthew Waye,GrabCAD Community Library terms (per-model license not stated),SOLIDWORKS 2014,no,yes,,,,,2,"283 downloads, 10 likes, 1 files, created 2019-04-25",Update Pressed Steel Mounts With Aluminium. Accurate Geometry for Australian LS1 5.7 litre engines. | GrabCAD download requires login; not fetched.
ls1-block-only-1-grabcad-andrew.soulby-1,swap,LS1 Block only,GM LS1 engine block,close,grabcad.com,https://grabcad.com/library/ls1-block-only-1,Andrew Soulby,GrabCAD Community Library terms (per-model license not stated),"Fusion 360,Rendering",no,yes,,,,,3,"612 downloads, 22 likes, 4 files, created 2018-11-28","LS1 block only. Fusion File only, someone could managed it from here into a fully made LS1 engine. | GrabCAD download requires login; not fetched."
ls1-ecu-mounting-bracket-printables-bfbulletmagnet,swap,LS1 ECU mounting Bracket,GM LS1 ECU/PCM mounting bracket,close,printables.com,https://www.printables.com/model/320395-ls1-ecu-mounting-bracket,BFBulletMagnet,Creative Commons — Attribution — Noncommercial — Share Alike,stl,yes,no,01-REFERENCE/model/library/swap/ls1-ecu-mounting-bracket-printables-bfbulletmagnet,26 x 108 x 32,1:1,35168,3,I made this to mount a ECU inside the cab of a vehicle under a seat to keep away from engine heat. you will need 2 This model is to mount a LS1 ECU under the seat of a car when doing a LS! engine swap. The design is to keep ECU away from engine heat. You will need to print 2 of these one for each side of the ECU.,"measured: largest=LS1 ECU MOUNT v4 v1.stl; per-file extents: LS1 ECU MOUNT v4 v1.stl=[25.983, 108.0, 32.5]"
ls1-engine-bench-start-parts-printables-mattmannz,swap,LS1 engine bench start parts,GM LS1 engine bench-start parts,close,printables.com,https://www.printables.com/model/1524206-ls1-engine-bench-start-parts,Mattmannz,Creative Commons — Attribution — Share Alike,stl,yes,no,01-REFERENCE/model/library/swap/ls1-engine-bench-start-parts-printables-mattmannz,116 x 79 x 94,1:1,228558,3,"Simple setup to run an LS1 engine on a stand I am doing an engine conversion and needed to be able to start the motor on the engine stand. Whipped up these parts to be able to nicely and easily mount everything to a sheet of MDF and to be able to use the 20L gas can that I had as the fuel tank. Gas can lid needs to be printed with supports, everything else prints normally. Printed in PLA with 20% infill and 4 walls etc. The gas can lid won't last forever in PLA but will work for as long as I need it.&nbsp; The switch panel is in two parts, takes M5 inserts into the legs to allow the base plate","measured: largest=Starter panel top.stl; per-file extents: Pump mount bottom.stl=[132.0, 42.5, 20.0]; Pump mount top.stl=[110.0, 42.5, 20.0]; Regulator mount.stl=[96.0, 15.0, 70.0]; Starter panel top.stl=[116.0, 79.159, 93.969]; Starter panel foot wide.stl=[145.0, 4.0, 20.0]; ECU mount.stl=[48.0, 74.0, 30.0]; 20L gas can cap.stl=[64.0, 53.0, 60.928]"
ls1-flexplate-spacer-printables-dogismycopilot,swap,LS1 Flexplate Spacer,GM LS1 flexplate spacer,close,printables.com,https://www.printables.com/model/504507-ls1-flexplate-spacer,dogismycopilot,Creative Commons — Attribution — Noncommercial,"step,stl",yes,no,01-REFERENCE/model/library/swap/ls1-flexplate-spacer-printables-dogismycopilot,98 x 31 x 98,1:1,9278,3,"A flexplate spacer for a GM LS1 engine I modeled this up for a friend of mine awhile ago based upon the dimensions he provided, which were found by scouring various internet forums for information. &nbsp; No warranties or guarantees, but he had one machined that he tested and it fit on his particular engine. &nbsp; That said &nbsp;I'm pretty sure the critical dimension, the bolt circle along with the hub OD and ID, are correct. &nbsp; The thickness I'm not sure. &nbsp; I have not printed this but it should be an easy print with supports on bed only to hold the counter bore in the hub. &nbsp; I","98 mm OD crank-flange spacer. | measured: largest=ls1 flywheel spacer.STL; per-file extents: ls1 flywheel spacer.STL=[98.044, 30.67, 98.044]; ls1 flywheel spacer.STEP=[0.098, 0.031, 0.098]"
ls1-front-cover-alignment-tool-with-seal-printables-spankytoot,swap,LS1 front cover alignment tool with seal,GM LS1 front cover alignment tool with seal,close,printables.com,https://www.printables.com/model/243344-ls1-front-cover-alignment-tool-with-seal,SpankyToot,Creative Commons — Attribution,stl,yes,no,01-REFERENCE/model/library/swap/ls1-front-cover-alignment-tool-with-seal-printables-spankytoot,54 x 60 x 54,1:1,3584,3,"The front cover alignment tool from the LS essentials pack didnt work for me as it was too large in OD so I designed… The front cover alignment tool from the LS essentials pack didnt work for me as it was too large in OD so I designed and printed my own to suit my LS1 from a Holden VY SS Commodore. I added a radius to one end to help with insertion onto crank and through front seal. If your seam ends up just down one side, just use some sandpaper to clean it up and it should slip right on. The Essentials pack mentioned above can be found here https://www.thingiverse.com/thing:4089898 Category:","measured: largest=Front_cover_alignment_with_seal.STL; per-file extents: Front_cover_alignment_with_seal.STL=[54.0, 60.0, 54.0]"
ls1-header-flange-grabcad-tuan.burah,swap,LS1 Header Flange,GM LS1 header flange (cathedral exhaust port pattern),close,grabcad.com,https://grabcad.com/library/ls1-header-flange,Tuan Burah,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS,Rendering",no,yes,,,,,4,"1639 downloads, 34 likes, 2 files, created 2012-10-29",LS1 Header Flange | GrabCAD download requires login; not fetched.
ls1-ignition-coil-1-grabcad-sven.caboodlesnitzer-1,swap,LS1 IGNITION COIL,GM LS1 ignition coil,close,grabcad.com,https://grabcad.com/library/ls1-ignition-coil-1,Sven Caboodlesnitzer,GrabCAD Community Library terms (per-model license not stated),"KeyCreator,Rendering",no,yes,,,,,3,"195 downloads, 5 likes, 2 files, created 2019-09-06",Measured from actual part. Mounting dimension tolerance +/- 0.25 External dimension tolerance +/- .75 | GrabCAD download requires login; not fetched.
ls1-ls6-delphi-connector-cover-thingiverse-amberkalvin,swap,LS1 LS6 Delphi connector cover,LS1/LS6 Delphi connector cover,close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:3315918,Kalvin Daniels (amberkalvin),https://creativecommons.org/licenses/by-sa/3.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls1-ls6-delphi-connector-cover-thingiverse-amberkalvin,178 x 33 x 110,1:1,6556,2,"Doing an LS swap on an s10 and everything came out great except where I could see these bare wires from the pcm. Irritated, I decided to cover it up. It'll work on any pcm with the same 80 pin connector as the LS1. Just figured I'd share.","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-3315918 (Thingiverse site downloads are JS-gated). Thing date 2018-12-27. | measured: largest=LS1_LS6_Delphi_connector_cover_3315918/files/LS1_LS6_connector.stl; per-file extents: LS1_LS6_Delphi_connector_cover_3315918/files/LS1_LS6_connector.stl=[178.0, 32.56, 110.003]"
ls1-manifold-sldprt-1-grabcad-clinton.chipley-1,swap,ls1 manifold.sldprt,GM LS1 exhaust manifold,close,grabcad.com,https://grabcad.com/library/ls1-manifold-sldprt-1,clinton chipley,GrabCAD Community Library terms (per-model license not stated),SOLIDWORKS,no,yes,,,,,3,"116 downloads, 10 likes, 1 files, created 2021-12-08",ls manifikd | GrabCAD download requires login; not fetched.
ls1-mount-1-grabcad-jesse--14,swap,LS1 Mount,GM LS1 engine mount,close,grabcad.com,https://grabcad.com/library/ls1-mount-1,jesse,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS 2013,Rendering",no,yes,,,,,3,"131 downloads, 6 likes, 5 files, created 2015-02-02","Ls1 mount made in .25"" steel | GrabCAD download requires login; not fetched."
ls1-pcm-plug-cover-thingiverse-spankytoot,swap,LS1 PCM Plug Cover,LS1 PCM plug cover,close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:5131986,Samantha Reynolds (SpankyToot),https://creativecommons.org/licenses/by/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls1-pcm-plug-cover-thingiverse-spankytoot,160 x 30 x 20,1:1,3952,2,Cover for the plugs on LS1 Delphi PCM P01 and P59. Printed with no supports in PETG on my heavily modified SWX1.,"Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-5131986 (Thingiverse site downloads are JS-gated). Thing date 2021-11-12. | measured: largest=5131986/Cover_V1.1.STL; per-file extents: 5131986/Cover_V1.1.STL=[160.0, 30.0, 20.0]"
ls1-sketchfab-csdrabble,swap,LS1,GM LS1 engine,close,sketchfab.com,https://sketchfab.com/3d-models/ls1-2fc76147ec5e49be9e030b3ef7932f0c,csdrabble,CC Attribution,sketchfab (glb/gltf/source on download),no,yes,,,,137921,2,,Sketchfab download requires login.
ls1-sketchfab-gsebastiansg,swap,Ls1,GM LS1 engine,close,sketchfab.com,https://sketchfab.com/3d-models/ls1-60b8a8a6bf98443983fa43f64a766d55,gsebastiansg,CC Attribution,sketchfab (glb/gltf/source on download),no,yes,,,,50624,2,,Sketchfab download requires login.
ls1-throttle-cable-bracket-printables-rigen-merkle,swap,LS1 Throttle cable bracket,GM LS1 throttle cable bracket,close,printables.com,https://www.printables.com/model/866178-ls1-throttle-cable-bracket,Rigen Merkle,Creative Commons — Public Domain,stl,yes,no,01-REFERENCE/model/library/swap/ls1-throttle-cable-bracket-printables-rigen-merkle,78 x 46 x 25,1:1,5698,3,This is meant for a LS1 throttle cable so that you can adjust it and uses little amounts of filament. This is made by me and my dad for a LS1 if you would like to move it at all this is the way to go.,"measured: largest=Super Wluff-Inari.stl; per-file extents: Super Wluff-Inari.stl=[78.0, 46.0, 25.4]"
ls1-tubular-turbo-manifold-1-grabcad-alexander.aduna-1,swap,ls1 tubular turbo manifold,GM LS1 tubular turbo manifold,close,grabcad.com,https://grabcad.com/library/ls1-tubular-turbo-manifold-1,Alexander Aduna,GrabCAD Community Library terms (per-model license not stated),SOLIDWORKS 2016,no,yes,,,,,3,"734 downloads, 42 likes, 4 files, created 2017-04-19",equal length tubular turbo manifold for ls1 | GrabCAD download requires login; not fetched.
ls1-v8-engine-working-3d-model-1-grabcad-david.brown-66,swap,LS1 V8 Engine - Working 3D Model,GM LS1 V8 working engine model,close,grabcad.com,https://grabcad.com/library/ls1-v8-engine-working-3d-model-1,David Brown,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS 2016,Rendering",no,yes,,,,,3,"1290 downloads, 84 likes, 12 files, created 2016-12-13","This V8 engine model build is an ongoing project of mine. Eventually I would like to have it fully functional with headers, valves, intake manifold, etc. | GrabCAD download requires login; not fetched."
ls2-2-grabcad-akash.ujlayan-1,swap,LS2,GM LS2 engine,close,grabcad.com,https://grabcad.com/library/ls2-2,Akash ujlayan,GrabCAD Community Library terms (per-model license not stated),"Parasolid,Rendering",no,yes,,,,,3,"342 downloads, 12 likes, 5 files, created 2020-10-07",Helmets & Accessories | GrabCAD download requires login; not fetched.
ls2-coil-pack-assembly-1-grabcad-thomas.goatley-1,swap,LS2 Coil pack assembly,GM LS2 coil pack assembly,close,grabcad.com,https://grabcad.com/library/ls2-coil-pack-assembly-1,Thomas Goatley,GrabCAD Community Library terms (per-model license not stated),SOLIDWORKS 2014,no,yes,,,,,3,"133 downloads, 7 likes, 1 files, created 2017-08-13",LS2 coil pack assembly with 4G63 spark plug spacing | GrabCAD download requires login; not fetched.
ls2-sketchfab-csdrabble,swap,LS2,GM LS2 engine,close,sketchfab.com,https://sketchfab.com/3d-models/ls2-42e094acd2b643ef9dd5eac35f8229da,csdrabble,CC Attribution,sketchfab (glb/gltf/source on download),no,yes,,,,154085,2,,Sketchfab download requires login.
ls3-aviaid-dry-sump-1-grabcad-an.inchan-1,swap,ls3 aviaid dry sump,Aviaid LS3 dry sump pan,close,grabcad.com,https://grabcad.com/library/ls3-aviaid-dry-sump-1,an inchan,GrabCAD Community Library terms (per-model license not stated),STEP / IGES,no,yes,,,,,3,"142 downloads, 10 likes, 1 files, created 2020-04-02",ls3 dry sump install | GrabCAD download requires login; not fetched.
ls3-bell-housing-1-grabcad-lou.kaminski-1,swap,LS3 BELL HOUSING,GM LS3 bellhousing (manual),close,grabcad.com,https://grabcad.com/library/ls3-bell-housing-1,Lou Kaminski,GrabCAD Community Library terms (per-model license not stated),"Autodesk Inventor 2013,STEP / IGES,Rendering",no,yes,,,,,3,"533 downloads, 23 likes, 6 files, created 2013-05-21","Used Chevy LS3 engine from www.localmotors.com, used in the rally fighter. This has my custom exhaust header design on engine. Added a custom bell housing for a rear transaxle. Added spectra air filter from 500 group. | GrabCAD download requires login; not fetched."
